expense_name,category,cost_in_rs,frequency,ground_truth_type,decision_time_sec,user_decision,correct
Medicines,Food,720,one-time,need,0.59,need,1
Insurance Premium,Food,429,monthly,need,1.84,need,1
Water Bill,Entertainment,2398,monthly,want,0.63,need,0
Phone EMI,Travel,14321,daily,want,3.41,need,0
Emergency Meds,Education,14222,monthly,need,1.09,need,1
Petrol,Education,3542,daily,need,2.98,need,1
Medicines,Medical,1175,one-time,need,2.65,want,0
Clothes Shopping,Education,674,one-time,need,1.8,need,1
Internet Plan,Education,2638,weekly,need,1.38,need,1
Movie Night,Travel,6282,one-time,want,3.0,want,1
Petrol,Shopping,1985,weekly,want,2.9,need,0
Emergency Meds,Food,1394,one-time,need,2.6,want,0
Travel Tickets,Travel,7425,weekly,want,1.89,need,0
Water Bill,Utilities,649,one-time,need,2.16,need,1
School Fees,Shopping,4749,monthly,want,0.78,want,1
Medicines,Utilities,3777,one-time,need,3.34,need,1
Party Expenses,Shopping,7533,weekly,want,0.55,want,1
Water Bill,Travel,12235,weekly,want,0.89,want,1
Laptop EMI,Medical,3154,daily,need,0.96,need,1
New Sneakers,Shopping,7045,weekly,want,1.0,want,1
Rent,Entertainment,1426,one-time,want,3.29,want,1
Laptop EMI,Entertainment,2110,daily,want,2.96,want,1
Rent,Housing,13010,one-time,need,1.88,want,0
Online Course,Medical,1668,monthly,need,0.84,need,1
Phone EMI,Food,388,weekly,need,1.75,want,0
Gift Purchase,Entertainment,1721,monthly,want,0.81,want,1
Petrol,Utilities,922,weekly,need,0.86,want,0
Internet Plan,Housing,8611,weekly,need,3.06,need,1
Gadgets,Housing,11738,monthly,need,1.7,need,1
Gift Purchase,Utilities,1070,daily,need,1.28,want,0
Insurance Premium,Utilities,430,daily,need,3.16,need,1
Gift Purchase,Medical,517,monthly,need,2.69,need,1
Petrol,Medical,4345,one-time,need,1.86,need,1
Rent,Shopping,1734,one-time,want,1.72,want,1
Snacks,Travel,13222,daily,want,1.79,need,0
Party Expenses,Shopping,2206,weekly,want,0.53,want,1
Gadgets,Utilities,2437,one-time,need,0.6,need,1
Groceries,Medical,1000,weekly,need,2.3,need,1
Coffee,Entertainment,503,monthly,want,3.42,need,0
Phone EMI,Housing,15259,weekly,need,0.94,need,1
Emergency Meds,Shopping,5648,one-time,want,2.01,need,0
Coffee,Food,2309,daily,need,0.55,need,1
Rent,Utilities,942,weekly,need,0.58,need,1
Gift Purchase,Entertainment,2983,monthly,want,0.68,want,1
Salon Visit,Lifestyle,1706,weekly,want,0.75,need,0
Laptop EMI,Medical,570,daily,need,2.47,need,1
Concert Ticket,Housing,8703,daily,need,1.89,need,1
Travel Tickets,Food,1762,monthly,need,1.44,want,0
Streaming Subscription,Shopping,5241,weekly,want,1.29,want,1
Movie Night,Travel,7680,weekly,want,2.39,want,1
Gift Purchase,Entertainment,2425,one-time,want,2.42,need,0
Dining Out,Entertainment,2589,monthly,want,3.03,want,1
Health Insurance,Medical,4813,monthly,need,1.11,need,1
Travel Tickets,Education,14854,monthly,need,2.56,need,1
Petrol,Utilities,1181,one-time,need,1.35,need,1
Online Course,Food,571,one-time,need,3.5,need,1
Phone EMI,Shopping,7110,daily,want,3.4,want,1
Internet Plan,Housing,19841,monthly,need,1.15,need,1
Streaming Subscription,Housing,19296,monthly,need,3.37,need,1
Movie Night,Travel,1626,weekly,want,3.32,need,0
Health Insurance,Education,17040,monthly,need,0.97,need,1
Medicines,Utilities,3635,monthly,need,2.17,need,1
Streaming Subscription,Education,15080,daily,need,3.34,want,0
Laptop EMI,Travel,9961,one-time,want,1.14,want,1
Fast Food,Utilities,3496,weekly,need,1.27,need,1
Taxi Ride,Medical,4312,monthly,need,2.26,need,1
Phone EMI,Travel,14229,daily,want,2.85,want,1
Health Insurance,Travel,11378,daily,want,1.73,want,1
Clothes Shopping,Travel,8305,daily,want,2.59,want,1
Phone EMI,Medical,1557,monthly,need,2.73,want,0
Laptop EMI,Shopping,1514,weekly,want,1.04,want,1
Taxi Ride,Utilities,2038,one-time,need,1.89,need,1
New Sneakers,Housing,19780,one-time,need,3.04,need,1
Mobile Recharge,Housing,16974,weekly,need,1.63,need,1
Bus Pass,Shopping,836,one-time,want,3.04,want,1
Bus Pass,Entertainment,2923,one-time,want,2.48,need,0
Gift Purchase,Food,1552,one-time,need,3.22,want,0
Health Insurance,Utilities,1374,monthly,need,2.66,need,1
Electricity Bill,Education,17867,monthly,need,0.86,need,1
Gift Purchase,Food,2353,daily,need,1.42,need,1
Movie Night,Utilities,1368,daily,need,2.84,want,0
Emergency Meds,Shopping,5023,weekly,want,2.59,want,1
Doctor Visit,Travel,9623,monthly,want,3.49,want,1
Emergency Meds,Travel,8171,weekly,want,1.45,want,1
Salon Visit,Housing,12330,weekly,need,2.57,need,1
Internet Plan,Travel,1587,monthly,want,2.52,need,0
Coffee,Utilities,3898,monthly,need,1.1,need,1
Internet Plan,Housing,9772,daily,need,1.55,need,1
Gadgets,Education,2453,weekly,need,0.88,need,1
Streaming Subscription,Travel,557,weekly,want,3.43,want,1
Hotel Stay,Travel,13368,one-time,want,1.7,need,0
Gift Purchase,Entertainment,1354,one-time,want,3.32,want,1
Phone EMI,Education,4114,monthly,need,2.0,need,1
Health Insurance,Travel,11311,one-time,want,2.61,need,0
New Sneakers,Travel,5446,weekly,want,1.27,want,1
Phone EMI,Entertainment,2133,weekly,want,1.9,want,1
Rent,Medical,341,monthly,need,2.52,need,1
Salon Visit,Housing,6318,monthly,need,1.48,need,1
Internet Plan,Lifestyle,1856,monthly,want,0.92,want,1
Insurance Premium,Shopping,4980,weekly,want,1.5,want,1
Party Expenses,Medical,650,one-time,need,1.91,want,0
Medicines,Housing,10622,daily,need,3.12,need,1
Gym Membership,Food,2260,daily,need,2.45,need,1
Health Insurance,Medical,258,monthly,need,1.68,want,0
Doctor Visit,Travel,6031,monthly,want,2.52,need,0
Doctor Visit,Travel,4829,monthly,want,1.31,want,1
Insurance Premium,Education,13071,one-time,need,1.21,need,1
Travel Tickets,Education,3765,one-time,need,3.24,want,0
Internet Plan,Medical,1298,one-time,need,2.67,need,1
Hotel Stay,Medical,3756,one-time,need,1.49,need,1
Gym Membership,Education,16935,weekly,need,1.0,need,1
Gym Membership,Medical,563,monthly,need,3.36,need,1
Health Insurance,Medical,488,weekly,need,2.09,need,1
Gadgets,Travel,5674,one-time,want,2.37,want,1
Internet Plan,Medical,640,one-time,need,0.59,need,1
Movie Night,Medical,4430,weekly,need,1.78,need,1
Movie Night,Education,4848,daily,need,2.17,need,1
Insurance Premium,Food,294,daily,need,1.34,need,1
Insurance Premium,Housing,17022,one-time,need,0.92,need,1
Laptop EMI,Entertainment,1158,daily,want,2.31,want,1
Gym Membership,Lifestyle,1363,one-time,want,1.55,want,1
Phone EMI,Education,13509,weekly,need,3.15,need,1
Laptop EMI,Travel,14504,one-time,want,1.39,want,1
Hotel Stay,Entertainment,2941,daily,want,2.54,need,0
Movie Night,Utilities,2475,monthly,need,2.55,need,1
Clothes Shopping,Medical,1976,weekly,need,1.96,want,0
Fast Food,Medical,2157,daily,need,2.28,need,1
Snacks,Travel,7172,monthly,want,3.41,want,1
Doctor Visit,Shopping,7211,weekly,want,2.29,want,1
Phone EMI,Medical,4276,weekly,need,2.83,need,1
Doctor Visit,Utilities,1575,one-time,need,0.76,need,1
Medicines,Lifestyle,2215,daily,want,1.61,want,1
Phone EMI,Entertainment,2575,weekly,want,2.85,need,0
Coffee,Utilities,3769,weekly,need,3.19,want,0
Laptop EMI,Lifestyle,2937,daily,want,3.14,want,1
Dining Out,Food,1642,weekly,need,0.77,need,1
Internet Plan,Food,737,daily,need,1.06,want,0
Fast Food,Food,2011,weekly,need,1.69,need,1
Bus Pass,Education,3162,weekly,need,1.12,need,1
Gym Membership,Travel,12916,monthly,want,0.62,want,1
Bus Pass,Medical,1682,daily,need,3.16,need,1
Fast Food,Education,12993,monthly,need,2.66,need,1
Petrol,Lifestyle,1714,weekly,want,1.44,want,1
Mobile Recharge,Housing,10705,one-time,need,2.62,need,1
Coffee,Medical,1231,monthly,need,0.59,need,1
Health Insurance,Utilities,2338,monthly,need,1.37,want,0
Concert Ticket,Lifestyle,2918,weekly,want,1.73,want,1
Doctor Visit,Medical,1524,one-time,need,0.69,need,1
Clothes Shopping,Entertainment,957,one-time,want,2.9,want,1
Dining Out,Housing,6401,monthly,need,1.89,need,1
Phone EMI,Medical,769,one-time,need,3.0,need,1
Water Bill,Lifestyle,2651,weekly,want,1.31,need,0
Online Course,Entertainment,2490,one-time,want,0.97,need,0
Travel Tickets,Medical,1039,daily,need,0.96,need,1
Water Bill,Education,7092,one-time,need,2.67,need,1
Internet Plan,Entertainment,2995,daily,want,1.28,want,1
Online Course,Shopping,6326,daily,want,2.78,want,1
Snacks,Food,463,monthly,need,1.0,need,1
Doctor Visit,Education,17145,weekly,need,2.88,want,0
Doctor Visit,Shopping,3684,daily,want,0.96,want,1
Travel Tickets,Entertainment,1647,monthly,want,2.63,need,0
Hotel Stay,Education,3316,weekly,need,1.48,need,1
Laptop EMI,Utilities,2089,one-time,need,2.16,need,1
Fast Food,Travel,2827,weekly,want,3.09,want,1
Concert Ticket,Utilities,3204,one-time,need,3.16,need,1
Gym Membership,Lifestyle,369,monthly,want,3.03,need,0
Gym Membership,Entertainment,2838,one-time,want,1.88,want,1
Petrol,Utilities,2989,weekly,need,1.69,need,1
Internet Plan,Travel,5318,monthly,want,3.0,need,0
Travel Tickets,Lifestyle,492,weekly,want,1.48,want,1
Mobile Recharge,Education,14531,one-time,need,1.69,need,1
Salon Visit,Food,2237,one-time,need,0.72,need,1
School Fees,Travel,13633,daily,want,3.48,need,0
Bus Pass,Lifestyle,2111,one-time,want,2.09,need,0
New Sneakers,Shopping,6894,weekly,want,0.62,need,0
Rent,Travel,5618,daily,want,1.09,want,1
Phone EMI,Medical,2143,one-time,need,1.82,want,0
Party Expenses,Entertainment,322,daily,want,0.53,want,1
Coffee,Lifestyle,2150,one-time,want,3.22,want,1
Party Expenses,Medical,3214,monthly,need,2.82,need,1
Laptop EMI,Medical,2309,daily,need,0.72,want,0
Bus Pass,Lifestyle,2748,daily,want,3.42,want,1
Concert Ticket,Travel,13313,daily,want,0.93,need,0
Phone EMI,Utilities,392,monthly,need,1.35,want,0
Online Course,Shopping,5686,monthly,want,2.21,want,1
Bus Pass,Housing,18626,monthly,need,0.85,need,1
Coffee,Utilities,399,one-time,need,1.11,want,0
Electricity Bill,Lifestyle,1020,daily,want,1.73,want,1
Salon Visit,Travel,3166,daily,want,0.88,want,1
Party Expenses,Utilities,2905,weekly,need,1.19,need,1
Taxi Ride,Education,1357,weekly,need,1.37,need,1
Concert Ticket,Medical,804,monthly,need,3.06,want,0
Medicines,Housing,10309,monthly,need,2.77,need,1
Gadgets,Travel,5785,monthly,want,0.53,want,1
Mobile Recharge,Lifestyle,2884,weekly,want,2.95,want,1
Insurance Premium,Housing,11308,weekly,need,2.88,need,1
Rent,Utilities,2390,daily,need,1.77,need,1
Emergency Meds,Food,1457,one-time,need,2.3,need,1
Emergency Meds,Housing,5654,daily,need,2.7,want,0
Gift Purchase,Food,2199,monthly,need,2.47,need,1
Streaming Subscription,Medical,4397,one-time,need,2.19,need,1
Medicines,Education,13573,one-time,need,2.13,need,1
Movie Night,Housing,14267,daily,need,2.15,need,1
New Sneakers,Lifestyle,141,monthly,want,1.99,want,1
Gym Membership,Lifestyle,2773,monthly,want,2.74,want,1
Coffee,Food,1898,daily,need,2.37,need,1
Snacks,Lifestyle,2320,weekly,want,2.18,want,1
Taxi Ride,Education,15730,daily,need,0.95,need,1
Phone EMI,Education,18158,monthly,need,1.47,need,1
Snacks,Medical,2434,weekly,need,2.48,want,0
Gym Membership,Utilities,835,daily,need,0.94,need,1
Gift Purchase,Utilities,3430,daily,need,1.27,need,1
Gift Purchase,Food,1344,one-time,need,2.8,need,1
Emergency Meds,Education,5180,monthly,need,1.78,need,1
Salon Visit,Travel,629,weekly,want,0.52,want,1
Travel Tickets,Entertainment,2861,daily,want,2.51,want,1
Electricity Bill,Shopping,4325,weekly,want,2.84,need,0
Emergency Meds,Food,479,weekly,need,1.06,want,0
Mobile Recharge,Entertainment,710,weekly,want,1.05,want,1
Hotel Stay,Lifestyle,268,monthly,want,0.53,need,0
Petrol,Travel,6391,weekly,want,2.93,want,1
Internet Plan,Lifestyle,2551,weekly,want,1.96,want,1
Party Expenses,Utilities,355,one-time,need,0.93,want,0
School Fees,Shopping,5292,daily,want,2.26,need,0
Movie Night,Travel,2789,daily,want,0.57,want,1
Gym Membership,Housing,19639,daily,need,1.67,need,1
Doctor Visit,Lifestyle,2949,one-time,want,3.19,want,1
Salon Visit,Education,9272,monthly,need,1.59,need,1
School Fees,Housing,10872,weekly,need,2.44,need,1
Rent,Shopping,6603,monthly,want,0.66,want,1
Water Bill,Entertainment,2925,daily,want,2.7,need,0
Water Bill,Medical,3977,weekly,need,0.6,need,1
Gift Purchase,Medical,1405,monthly,need,0.73,want,0
Doctor Visit,Shopping,6247,one-time,want,3.37,want,1
Gift Purchase,Housing,5548,monthly,need,0.59,need,1
Movie Night,Travel,11209,daily,want,1.65,want,1
Rent,Shopping,1580,daily,want,1.3,want,1
Movie Night,Shopping,1118,one-time,want,0.66,want,1
Gift Purchase,Entertainment,1227,one-time,want,1.15,need,0
Medicines,Travel,6284,daily,want,0.71,want,1
Salon Visit,Medical,3351,daily,need,1.2,want,0
Groceries,Lifestyle,920,daily,want,1.64,want,1
Hotel Stay,Lifestyle,1498,weekly,want,0.87,want,1
Dining Out,Utilities,2073,weekly,need,0.83,need,1
Salon Visit,Food,1068,monthly,need,1.05,want,0
Coffee,Shopping,4045,one-time,want,2.84,want,1
New Sneakers,Entertainment,747,one-time,want,2.44,want,1
Taxi Ride,Travel,7922,monthly,want,2.44,want,1
Clothes Shopping,Lifestyle,1736,one-time,want,0.55,want,1
Hotel Stay,Housing,5607,daily,need,2.46,need,1
Doctor Visit,Medical,3582,weekly,need,1.16,need,1
Insurance Premium,Shopping,2488,monthly,want,2.35,want,1
Petrol,Travel,7522,daily,want,1.2,want,1
Bus Pass,Lifestyle,962,monthly,want,0.95,want,1
Fast Food,Utilities,878,daily,need,0.69,need,1
Bus Pass,Shopping,7930,one-time,want,3.39,want,1
Health Insurance,Education,17075,monthly,need,1.02,need,1
Laptop EMI,Travel,6859,weekly,want,2.98,want,1
Online Course,Lifestyle,937,one-time,want,0.88,want,1
Electricity Bill,Housing,11564,daily,need,3.31,need,1
Health Insurance,Food,1880,one-time,need,1.45,need,1
Streaming Subscription,Shopping,2782,monthly,want,1.77,want,1
Bus Pass,Utilities,2304,monthly,need,2.91,need,1
Emergency Meds,Medical,3481,monthly,need,1.73,want,0
Movie Night,Medical,3975,one-time,need,3.43,need,1
Gadgets,Housing,10355,one-time,need,1.87,want,0
Gym Membership,Housing,15221,daily,need,2.41,need,1
Emergency Meds,Housing,9227,monthly,need,3.38,need,1
Snacks,Entertainment,500,one-time,want,2.68,want,1
New Sneakers,Entertainment,738,daily,want,3.49,want,1
Rent,Travel,14302,monthly,want,1.35,want,1
Gym Membership,Housing,9003,weekly,need,0.64,want,0
New Sneakers,Entertainment,2793,daily,want,2.91,want,1
Petrol,Lifestyle,2295,weekly,want,2.85,want,1
Gym Membership,Shopping,1787,monthly,want,3.09,want,1
Electricity Bill,Lifestyle,1542,monthly,want,2.66,need,0
Petrol,Medical,2657,one-time,need,2.29,need,1
Dining Out,Entertainment,2210,one-time,want,1.72,want,1
Snacks,Education,10705,daily,need,0.78,want,0
Electricity Bill,Education,8243,one-time,need,1.62,need,1
Fast Food,Entertainment,1851,one-time,want,2.18,want,1
Streaming Subscription,Lifestyle,2708,weekly,want,1.05,want,1
Gadgets,Food,994,daily,need,3.38,need,1
Party Expenses,Food,886,weekly,need,0.54,need,1
Internet Plan,Lifestyle,211,monthly,want,1.07,need,0
Petrol,Shopping,6143,weekly,want,1.96,want,1
New Sneakers,Medical,1084,monthly,need,1.16,need,1
Travel Tickets,Entertainment,1349,monthly,want,0.81,want,1
Rent,Food,1328,weekly,need,0.85,need,1
Laptop EMI,Lifestyle,2646,weekly,want,2.1,want,1
Gym Membership,Lifestyle,1893,weekly,want,1.22,want,1
Concert Ticket,Entertainment,1495,one-time,want,1.5,need,0
Gift Purchase,Housing,7816,one-time,need,2.4,need,1
Taxi Ride,Travel,10731,daily,want,1.52,want,1
Phone EMI,Medical,3055,one-time,need,2.4,need,1
Gadgets,Entertainment,1803,one-time,want,3.42,want,1
Travel Tickets,Housing,13997,weekly,need,3.19,want,0
Mobile Recharge,Housing,7988,daily,need,1.78,need,1
Snacks,Shopping,2285,one-time,want,2.25,need,0
Gift Purchase,Entertainment,2582,monthly,want,3.23,need,0
Streaming Subscription,Travel,14617,daily,want,1.68,want,1
Phone EMI,Education,7993,daily,need,1.05,need,1
School Fees,Food,1849,daily,need,2.89,need,1
Snacks,Food,640,monthly,need,3.01,want,0
Bus Pass,Medical,2607,monthly,need,1.56,need,1
Clothes Shopping,Education,5876,one-time,need,2.56,want,0
Laptop EMI,Medical,4169,monthly,need,1.87,need,1
Party Expenses,Medical,1303,weekly,need,1.59,need,1
Clothes Shopping,Shopping,1875,weekly,want,3.12,want,1
Dining Out,Education,13711,one-time,need,2.29,need,1
Travel Tickets,Housing,5266,weekly,need,1.99,need,1
Gift Purchase,Housing,9585,monthly,need,2.05,need,1
Water Bill,Utilities,361,one-time,need,1.76,want,0
Gift Purchase,Housing,12629,weekly,need,2.78,need,1
Internet Plan,Shopping,3629,monthly,want,2.52,need,0
Health Insurance,Medical,754,one-time,need,2.75,need,1
Salon Visit,Shopping,1354,weekly,want,3.09,want,1
Party Expenses,Utilities,1371,monthly,need,2.24,need,1
Doctor Visit,Food,839,one-time,need,2.6,need,1
Insurance Premium,Utilities,2251,one-time,need,1.48,need,1
Mobile Recharge,Medical,2978,monthly,need,0.71,need,1
Concert Ticket,Shopping,2453,monthly,want,1.25,want,1
Internet Plan,Education,19617,one-time,need,2.78,need,1
Gadgets,Education,13786,weekly,need,2.08,need,1
Mobile Recharge,Travel,5548,daily,want,2.0,want,1
Taxi Ride,Medical,4760,weekly,need,3.31,want,0
Groceries,Utilities,1449,one-time,need,1.74,need,1
Internet Plan,Travel,8259,one-time,want,1.15,want,1
Rent,Entertainment,2637,daily,want,0.84,want,1
Rent,Medical,1873,daily,need,1.96,need,1
Party Expenses,Utilities,766,one-time,need,3.15,need,1
Clothes Shopping,Entertainment,473,daily,want,1.01,want,1
Travel Tickets,Shopping,5279,one-time,want,1.37,need,0
Electricity Bill,Medical,3947,one-time,need,0.74,need,1
Health Insurance,Education,11786,one-time,need,2.41,need,1
Phone EMI,Entertainment,2772,weekly,want,0.6,want,1
New Sneakers,Food,339,daily,need,2.45,need,1
Laptop EMI,Medical,3411,weekly,need,1.55,need,1
Petrol,Travel,300,one-time,want,1.66,want,1
Clothes Shopping,Utilities,2462,weekly,need,1.52,need,1
Rent,Shopping,463,daily,want,2.55,want,1
Doctor Visit,Shopping,3706,daily,want,0.59,want,1
Movie Night,Travel,10031,weekly,want,1.49,want,1
Streaming Subscription,Shopping,439,one-time,want,3.29,want,1
Concert Ticket,Food,845,weekly,need,1.82,need,1
Groceries,Utilities,3982,monthly,need,1.66,need,1
Water Bill,Medical,3004,daily,need,2.46,need,1
School Fees,Medical,1119,monthly,need,0.76,want,0
Gadgets,Education,7841,monthly,need,3.3,need,1
Mobile Recharge,Housing,15020,monthly,need,1.02,need,1
Medicines,Entertainment,404,daily,want,3.13,want,1
Bus Pass,Travel,14365,weekly,want,3.12,want,1
Hotel Stay,Housing,19397,one-time,need,1.38,need,1
Doctor Visit,Travel,12575,daily,want,2.7,need,0
Water Bill,Food,1516,weekly,need,2.78,need,1
Insurance Premium,Food,2257,daily,need,1.81,need,1
Laptop EMI,Lifestyle,1621,weekly,want,2.83,want,1
Doctor Visit,Utilities,3608,weekly,need,1.07,need,1
Party Expenses,Lifestyle,1634,monthly,want,0.63,want,1
Emergency Meds,Entertainment,2403,weekly,want,2.94,want,1
Hotel Stay,Entertainment,641,weekly,want,0.67,want,1
Salon Visit,Shopping,1643,monthly,want,1.01,want,1
Petrol,Entertainment,1306,one-time,want,2.77,want,1
Insurance Premium,Lifestyle,780,weekly,want,1.04,want,1
Internet Plan,Shopping,4113,monthly,want,0.9,want,1
Dining Out,Medical,4986,daily,need,2.64,need,1
Clothes Shopping,Education,19662,one-time,need,0.54,need,1
Salon Visit,Food,1350,weekly,need,0.77,need,1
Concert Ticket,Housing,13154,monthly,need,2.07,need,1
Streaming Subscription,Food,2140,monthly,need,1.71,need,1
Travel Tickets,Shopping,7519,daily,want,2.77,want,1
Dining Out,Housing,8550,monthly,need,2.26,need,1
Streaming Subscription,Entertainment,1414,daily,want,2.27,want,1
Mobile Recharge,Food,689,one-time,need,3.24,need,1
Doctor Visit,Entertainment,1603,weekly,want,2.07,want,1
Internet Plan,Entertainment,738,one-time,want,2.24,want,1
Emergency Meds,Food,1676,daily,need,2.16,need,1
Electricity Bill,Travel,9234,one-time,want,2.19,need,0
Petrol,Lifestyle,761,monthly,want,2.61,want,1
Movie Night,Utilities,2248,one-time,need,1.27,need,1
Taxi Ride,Education,9328,monthly,need,2.78,want,0
Salon Visit,Shopping,7642,daily,want,2.78,want,1
Health Insurance,Medical,1110,daily,need,1.17,need,1
Online Course,Food,1258,one-time,need,2.96,want,0
Laptop EMI,Utilities,2622,monthly,need,2.64,want,0
Electricity Bill,Medical,791,weekly,need,1.62,need,1
Fast Food,Medical,1985,weekly,need,2.42,need,1
New Sneakers,Travel,8272,weekly,want,2.62,want,1
Electricity Bill,Medical,406,weekly,need,3.0,need,1
