id,asset,risk_score,emotion_bias,investment_amount,market_event
3681,Gold,12,Calm,393340,Sideways
3682,Crypto,71,FOMO,224367,Volatile
3683,Real Estate,25,Calm,332234,Crash
3684,Commodities,91,FOMO,43351,Volatile
3685,Crypto,86,Panic,229147,Correction
3686,Commodities,39,Confirmation,278999,Crash
3687,Real Estate,72,Loss Aversion,8468,Bull Run
3688,Real Estate,61,Calm,366621,Volatile
3689,Stocks,28,Panic,69833,Crash
3690,Crypto,21,Calm,30236,Correction
3691,Commodities,89,Calm,212212,Correction
3692,Bonds,26,Confirmation,307520,Correction
3693,Bonds,97,Confirmation,413435,Sideways
3694,Bonds,7,Calm,261429,Volatile
3695,Bonds,82,FOMO,283356,Volatile
3696,Real Estate,7,Loss Aversion,239669,Volatile
3697,Stocks,89,Loss Aversion,57796,Crash
3698,Bonds,20,Loss Aversion,145053,Correction
3699,Real Estate,81,Loss Aversion,69451,Bull Run
3700,Gold,39,FOMO,409503,Sideways
3701,Real Estate,75,FOMO,151161,Bull Run
3702,Real Estate,28,Panic,122513,Crash
3703,Commodities,55,Loss Aversion,78978,Sideways
3704,Stocks,42,Herd,355603,Bull Run
3705,Stocks,34,Calm,168630,Volatile
3706,Bonds,27,Panic,304431,Correction
3707,Bonds,63,Panic,166974,Crash
3708,Bonds,41,Confirmation,404614,Crash
3709,Stocks,40,Panic,128221,Volatile
3710,Gold,49,Herd,6500,Correction
3711,Gold,20,Loss Aversion,428919,Crash
3712,Stocks,84,Calm,356329,Sideways
3713,Crypto,2,Confirmation,461908,Bull Run
3714,Crypto,36,Calm,349219,Volatile
3715,Stocks,20,Loss Aversion,471930,Crash
3716,Real Estate,82,FOMO,271973,Sideways
3717,Commodities,37,Panic,154723,Correction
3718,Stocks,37,Panic,387147,Correction
3719,Stocks,67,Confirmation,453038,Correction
3720,Commodities,85,Loss Aversion,329550,Crash
3721,Real Estate,81,Herd,12791,Volatile
3722,Gold,30,Herd,318809,Correction
3723,Crypto,42,Herd,307668,Sideways
3724,Bonds,26,Loss Aversion,330670,Sideways
3725,Commodities,28,Confirmation,380950,Sideways
3726,Real Estate,10,Loss Aversion,327486,Sideways
3727,Commodities,26,Herd,451309,Correction
3728,Crypto,71,Loss Aversion,267999,Crash
3729,Commodities,19,Confirmation,255412,Sideways
3730,Bonds,60,Calm,486495,Bull Run
3731,Gold,31,Loss Aversion,351342,Volatile
3732,Crypto,2,Confirmation,372488,Sideways
3733,Bonds,64,Herd,29177,Sideways
3734,Commodities,1,Loss Aversion,276984,Volatile
3735,Bonds,28,Panic,396081,Correction
3736,Stocks,96,Panic,88929,Bull Run
3737,Real Estate,39,FOMO,207960,Bull Run
3738,Bonds,22,FOMO,89327,Sideways
3739,Real Estate,69,Calm,279657,Crash
3740,Stocks,1,Panic,164808,Correction
3741,Real Estate,30,Calm,103080,Bull Run
3742,Stocks,77,Loss Aversion,84449,Volatile
3743,Stocks,18,Calm,71726,Correction
3744,Gold,89,Confirmation,178092,Bull Run
3745,Real Estate,83,Panic,154604,Sideways
3746,Bonds,71,Loss Aversion,387424,Bull Run
3747,Real Estate,89,Herd,435380,Crash
3748,Crypto,91,Herd,59205,Sideways
3749,Crypto,85,Calm,482388,Crash
3750,Bonds,3,Calm,387031,Sideways
3751,Commodities,28,Panic,254349,Volatile
3752,Crypto,35,Calm,133757,Correction
3753,Gold,24,Panic,6867,Volatile
3754,Gold,39,Panic,68445,Crash
3755,Crypto,54,FOMO,203915,Volatile
3756,Crypto,100,Loss Aversion,19538,Sideways
3757,Commodities,11,Loss Aversion,142341,Volatile
3758,Stocks,60,Panic,245922,Volatile
3759,Crypto,100,FOMO,122833,Volatile
3760,Crypto,30,Loss Aversion,12239,Correction
3761,Gold,47,Confirmation,361880,Correction
3762,Real Estate,4,Calm,23228,Correction
3763,Crypto,47,Calm,290045,Volatile
3764,Real Estate,38,Loss Aversion,124256,Bull Run
3765,Bonds,17,Panic,445371,Correction
3766,Bonds,71,Panic,151548,Sideways
3767,Bonds,59,Calm,485239,Bull Run
3768,Commodities,62,Herd,78207,Correction
3769,Commodities,59,Panic,50567,Bull Run
3770,Commodities,15,FOMO,142776,Volatile
3771,Bonds,53,Panic,260691,Crash
3772,Commodities,62,Panic,421188,Volatile
3773,Gold,71,Confirmation,489373,Volatile
3774,Crypto,24,Calm,251379,Bull Run
3775,Bonds,28,Herd,218932,Volatile
3776,Bonds,50,Herd,21437,Sideways
3777,Commodities,39,Calm,193897,Volatile
3778,Stocks,87,Herd,469530,Volatile
3779,Crypto,50,Loss Aversion,134181,Sideways
3780,Crypto,66,Loss Aversion,177457,Volatile
3781,Crypto,14,Loss Aversion,178691,Crash
3782,Real Estate,86,Herd,318426,Sideways
3783,Gold,56,Calm,376249,Volatile
3784,Real Estate,24,Loss Aversion,347816,Crash
3785,Real Estate,38,Loss Aversion,67951,Volatile
3786,Bonds,61,Herd,218117,Volatile
3787,Crypto,33,Calm,467512,Correction
3788,Bonds,28,Calm,311237,Sideways
3789,Real Estate,26,Loss Aversion,386109,Volatile
3790,Real Estate,36,Herd,470740,Volatile
3791,Gold,55,Confirmation,160909,Bull Run
3792,Real Estate,73,Calm,354835,Correction
3793,Real Estate,79,Panic,54926,Sideways
3794,Crypto,2,Calm,415427,Volatile
3795,Gold,39,Loss Aversion,146446,Correction
3796,Bonds,80,Loss Aversion,338850,Correction
3797,Crypto,53,FOMO,109247,Sideways
3798,Bonds,48,Confirmation,248443,Volatile
3799,Stocks,23,Panic,95939,Bull Run
3800,Stocks,37,Panic,11531,Correction
3801,Real Estate,40,FOMO,102913,Correction
3802,Stocks,51,Herd,11738,Crash
3803,Commodities,67,Calm,228789,Volatile
3804,Gold,34,Herd,319945,Sideways
3805,Crypto,46,Loss Aversion,255895,Sideways
3806,Bonds,34,Loss Aversion,489135,Correction
3807,Gold,80,Loss Aversion,214927,Bull Run
3808,Gold,32,Calm,117120,Bull Run
3809,Gold,28,Panic,58116,Sideways
3810,Real Estate,45,Loss Aversion,257043,Bull Run
3811,Crypto,56,FOMO,216517,Bull Run
3812,Commodities,11,Confirmation,376308,Volatile
3813,Commodities,69,Panic,41147,Volatile
3814,Bonds,85,Loss Aversion,411529,Correction
3815,Commodities,31,Herd,132115,Bull Run
3816,Gold,19,Herd,109546,Sideways
3817,Gold,21,FOMO,271811,Crash
3818,Commodities,76,Loss Aversion,270171,Bull Run
3819,Bonds,72,Panic,128948,Bull Run
3820,Stocks,21,FOMO,86785,Sideways
3821,Stocks,1,Loss Aversion,458493,Volatile
3822,Crypto,72,Loss Aversion,415061,Correction
3823,Stocks,61,Loss Aversion,259144,Crash
3824,Bonds,87,Loss Aversion,148880,Crash
3825,Commodities,85,FOMO,274039,Crash
3826,Crypto,25,FOMO,45567,Sideways
3827,Stocks,46,Confirmation,125369,Bull Run
3828,Gold,28,FOMO,482918,Correction
3829,Bonds,43,Herd,260530,Correction
3830,Stocks,53,Loss Aversion,315914,Sideways
3831,Gold,9,FOMO,120464,Volatile
3832,Stocks,53,Herd,445611,Volatile
3833,Crypto,90,Panic,335323,Bull Run
3834,Commodities,2,Loss Aversion,8963,Sideways
3835,Commodities,89,FOMO,305294,Crash
3836,Gold,67,Loss Aversion,392056,Crash
3837,Crypto,39,Loss Aversion,91902,Volatile
3838,Stocks,44,Herd,331984,Correction
3839,Stocks,90,Panic,138185,Correction
3840,Crypto,95,FOMO,105902,Sideways
3841,Crypto,56,Herd,374841,Sideways
3842,Bonds,43,Loss Aversion,176847,Crash
3843,Stocks,4,FOMO,456556,Bull Run
3844,Crypto,46,Herd,377309,Sideways
3845,Gold,6,FOMO,175651,Sideways
3846,Gold,37,Calm,341545,Correction
3847,Gold,37,FOMO,305254,Bull Run
3848,Real Estate,8,Loss Aversion,333912,Crash
3849,Gold,45,Calm,229393,Sideways
3850,Stocks,23,Herd,10908,Volatile
3851,Bonds,80,Loss Aversion,432161,Bull Run
3852,Stocks,82,FOMO,443814,Sideways
3853,Stocks,85,Panic,32744,Crash
3854,Bonds,4,FOMO,280988,Volatile
3855,Gold,23,Panic,275152,Volatile
3856,Crypto,11,Panic,142981,Volatile
3857,Gold,17,FOMO,383166,Correction
3858,Commodities,41,Panic,454689,Bull Run
3859,Commodities,76,Herd,360859,Sideways
3860,Stocks,38,Loss Aversion,229702,Crash
3861,Bonds,72,Calm,234079,Correction
3862,Real Estate,11,Loss Aversion,357465,Volatile
3863,Commodities,24,Panic,375268,Sideways
3864,Real Estate,30,Calm,143736,Sideways
3865,Commodities,32,Confirmation,6327,Correction
3866,Bonds,100,Calm,226977,Volatile
3867,Commodities,80,Panic,145327,Volatile
3868,Gold,50,Herd,304336,Correction
3869,Commodities,41,Calm,445754,Crash
3870,Gold,59,Confirmation,316404,Bull Run
3871,Commodities,34,FOMO,70502,Bull Run
3872,Real Estate,85,Herd,417051,Sideways
3873,Gold,89,Panic,207017,Crash
3874,Real Estate,66,Loss Aversion,88750,Correction
3875,Real Estate,90,Confirmation,430748,Volatile
3876,Crypto,81,FOMO,273838,Correction
3877,Commodities,55,Loss Aversion,101014,Crash
3878,Stocks,77,Confirmation,207004,Bull Run
3879,Real Estate,37,Confirmation,56268,Crash
3880,Stocks,93,FOMO,487139,Bull Run
3881,Commodities,73,Loss Aversion,92978,Crash
3882,Commodities,18,Loss Aversion,12618,Crash
3883,Stocks,92,Panic,369105,Volatile
3884,Commodities,40,Calm,394278,Sideways
3885,Real Estate,93,Herd,238809,Correction
3886,Gold,62,Calm,53893,Correction
3887,Commodities,45,Confirmation,292409,Bull Run
3888,Gold,7,Calm,135131,Bull Run
3889,Commodities,19,Confirmation,376216,Bull Run
3890,Commodities,86,Panic,342505,Sideways
3891,Bonds,10,Loss Aversion,344488,Bull Run
3892,Real Estate,18,Herd,137144,Bull Run
3893,Bonds,63,FOMO,62603,Sideways
3894,Bonds,11,Herd,373190,Sideways
3895,Commodities,92,Calm,227408,Correction
3896,Commodities,21,Calm,99884,Crash
3897,Crypto,86,Panic,90259,Sideways
3898,Crypto,54,FOMO,421582,Crash
3899,Bonds,37,Confirmation,76237,Volatile
3900,Stocks,64,Confirmation,498957,Volatile
3901,Commodities,36,Panic,301045,Correction
3902,Bonds,47,Confirmation,64954,Volatile
3903,Commodities,48,Loss Aversion,323270,Volatile
3904,Stocks,51,FOMO,463372,Volatile
3905,Gold,2,FOMO,371796,Sideways
3906,Bonds,52,Herd,117041,Crash
3907,Real Estate,7,Confirmation,80483,Sideways
3908,Real Estate,54,Calm,103015,Volatile
3909,Crypto,23,Panic,33039,Sideways
3910,Gold,68,Confirmation,76953,Bull Run
3911,Bonds,20,Herd,249634,Correction
3912,Bonds,18,Calm,160817,Crash
3913,Commodities,15,Loss Aversion,245878,Sideways
3914,Real Estate,50,Herd,452596,Volatile
3915,Crypto,50,Confirmation,264017,Volatile
3916,Crypto,63,Panic,131321,Sideways
3917,Crypto,86,Panic,102837,Bull Run
3918,Stocks,11,Herd,112516,Volatile
3919,Gold,8,Calm,155019,Bull Run
3920,Commodities,69,FOMO,299311,Crash
3921,Gold,59,Loss Aversion,129992,Correction
3922,Crypto,67,Loss Aversion,123320,Bull Run
3923,Stocks,95,FOMO,117775,Sideways
3924,Crypto,68,Panic,162588,Volatile
3925,Stocks,13,Herd,90994,Volatile
3926,Stocks,9,Confirmation,174620,Volatile
3927,Real Estate,30,Calm,212218,Correction
3928,Bonds,87,Confirmation,383703,Volatile
3929,Commodities,94,Panic,85801,Crash
3930,Real Estate,2,Panic,289276,Sideways
3931,Crypto,10,FOMO,340890,Correction
3932,Commodities,53,FOMO,492426,Crash
3933,Crypto,20,Calm,319565,Bull Run
3934,Stocks,81,Calm,419656,Volatile
3935,Gold,41,FOMO,315992,Crash
3936,Stocks,62,Calm,205473,Crash
3937,Gold,98,Calm,19306,Sideways
3938,Real Estate,88,Calm,374809,Crash
3939,Gold,56,Panic,122105,Correction
3940,Crypto,63,Loss Aversion,379252,Bull Run
3941,Gold,91,FOMO,177388,Volatile
3942,Stocks,39,Confirmation,71217,Crash
3943,Crypto,68,Confirmation,180981,Crash
3944,Commodities,42,Calm,233267,Sideways
3945,Commodities,83,Loss Aversion,479879,Volatile
3946,Real Estate,83,FOMO,311645,Sideways
3947,Gold,44,Confirmation,325843,Sideways
3948,Real Estate,44,FOMO,431609,Crash
3949,Gold,37,FOMO,175699,Correction
3950,Crypto,12,Calm,81618,Sideways
3951,Real Estate,80,Panic,339887,Crash
3952,Gold,40,FOMO,226455,Sideways
3953,Stocks,98,FOMO,468397,Bull Run
3954,Stocks,13,FOMO,317400,Correction
3955,Bonds,90,Confirmation,460359,Sideways
3956,Commodities,14,Herd,88939,Crash
3957,Crypto,22,Calm,56614,Correction
3958,Crypto,45,Herd,10598,Crash
3959,Stocks,47,Loss Aversion,153490,Correction
3960,Real Estate,56,FOMO,227365,Correction
3961,Bonds,4,Loss Aversion,156217,Volatile
3962,Gold,81,Loss Aversion,464070,Bull Run
3963,Real Estate,97,Panic,166715,Bull Run
3964,Gold,65,Calm,24719,Correction
3965,Real Estate,38,Herd,399496,Volatile
3966,Commodities,92,Panic,43722,Sideways
3967,Stocks,27,Calm,386512,Correction
3968,Stocks,10,Panic,161825,Crash
3969,Commodities,48,FOMO,160164,Sideways
3970,Crypto,27,FOMO,402660,Crash
3971,Commodities,92,FOMO,468932,Bull Run
3972,Crypto,92,FOMO,256321,Bull Run
3973,Real Estate,29,Herd,305921,Bull Run
3974,Real Estate,14,Herd,268914,Volatile
3975,Gold,7,FOMO,205643,Crash
3976,Real Estate,93,Calm,237328,Volatile
3977,Crypto,66,FOMO,455271,Bull Run
3978,Stocks,70,Panic,286670,Bull Run
3979,Crypto,59,Herd,272923,Crash
3980,Stocks,81,Calm,51559,Bull Run
3981,Stocks,63,Herd,91929,Correction
3982,Real Estate,77,FOMO,490544,Correction
3983,Gold,45,FOMO,183862,Bull Run
3984,Stocks,72,Calm,338360,Bull Run
3985,Real Estate,23,Panic,453169,Sideways
3986,Crypto,61,Calm,331858,Correction
3987,Real Estate,39,Confirmation,116198,Bull Run
3988,Commodities,36,Herd,493010,Correction
3989,Crypto,90,FOMO,358774,Volatile
3990,Real Estate,73,Calm,83601,Volatile
3991,Gold,45,FOMO,243006,Volatile
3992,Crypto,63,Panic,317670,Correction
3993,Commodities,39,Loss Aversion,450294,Volatile
3994,Stocks,74,FOMO,40980,Bull Run
3995,Stocks,9,Herd,72355,Volatile
3996,Stocks,93,Herd,42590,Volatile
3997,Stocks,14,Confirmation,409264,Bull Run
3998,Gold,71,Loss Aversion,319821,Correction
3999,Stocks,70,Panic,429556,Correction
4000,Crypto,68,FOMO,127080,Correction
4001,Commodities,6,Calm,410871,Bull Run
4002,Crypto,18,Confirmation,402005,Correction
4003,Stocks,91,FOMO,310718,Bull Run
4004,Real Estate,43,Panic,253633,Volatile
4005,Real Estate,49,FOMO,99182,Volatile
4006,Stocks,24,Confirmation,112426,Bull Run
4007,Crypto,78,Herd,383634,Bull Run
4008,Gold,99,Calm,386234,Sideways
4009,Bonds,40,Confirmation,276516,Crash
4010,Gold,26,Confirmation,373770,Crash
4011,Crypto,34,Confirmation,130169,Volatile
4012,Gold,70,Calm,291025,Volatile
4013,Bonds,69,FOMO,410476,Sideways
4014,Stocks,4,Loss Aversion,9209,Sideways
4015,Bonds,85,Confirmation,74150,Crash
4016,Commodities,36,FOMO,414017,Bull Run
4017,Crypto,59,FOMO,200455,Correction
4018,Stocks,53,FOMO,75095,Sideways
4019,Crypto,27,Loss Aversion,251926,Bull Run
4020,Stocks,98,Loss Aversion,238011,Volatile
4021,Commodities,30,Confirmation,40655,Sideways
4022,Real Estate,46,FOMO,218143,Bull Run
4023,Stocks,60,Loss Aversion,29248,Correction
4024,Commodities,30,Confirmation,157724,Correction
4025,Crypto,19,FOMO,63655,Crash
4026,Crypto,70,Loss Aversion,93754,Correction
4027,Real Estate,8,Herd,221289,Sideways
4028,Crypto,32,FOMO,386005,Crash
4029,Bonds,28,Panic,356709,Correction
4030,Stocks,79,Loss Aversion,366565,Sideways
4031,Real Estate,5,FOMO,237866,Bull Run
4032,Crypto,51,Panic,205301,Volatile
4033,Bonds,28,Panic,76889,Bull Run
4034,Bonds,95,FOMO,430268,Correction
4035,Bonds,54,Loss Aversion,201532,Correction
4036,Crypto,15,Calm,64832,Sideways
4037,Crypto,76,Confirmation,224361,Bull Run
4038,Gold,30,Loss Aversion,400529,Sideways
4039,Bonds,87,Loss Aversion,144162,Bull Run
4040,Gold,97,Calm,96867,Bull Run
4041,Gold,25,Herd,156648,Correction
4042,Gold,49,Calm,19181,Crash
4043,Real Estate,58,Confirmation,138317,Crash
4044,Bonds,15,Confirmation,181317,Bull Run
4045,Commodities,30,Panic,177678,Sideways
4046,Crypto,80,Panic,167520,Volatile
4047,Bonds,1,Calm,392301,Sideways
4048,Stocks,89,Herd,438820,Sideways
4049,Bonds,88,Loss Aversion,458866,Sideways
4050,Gold,36,Calm,105020,Volatile
4051,Stocks,16,FOMO,357514,Crash
4052,Stocks,99,Loss Aversion,34973,Volatile
4053,Stocks,74,Confirmation,6301,Sideways
4054,Stocks,34,Panic,163845,Volatile
4055,Gold,16,Calm,153750,Correction
4056,Gold,54,Panic,180928,Sideways
4057,Crypto,96,Calm,51122,Bull Run
4058,Commodities,33,Panic,185214,Crash
4059,Real Estate,65,Calm,279996,Sideways
4060,Crypto,98,Panic,131981,Bull Run
4061,Gold,36,Loss Aversion,206425,Volatile
4062,Real Estate,90,Confirmation,210138,Crash
4063,Bonds,1,Confirmation,146696,Correction
4064,Commodities,87,Panic,189251,Sideways
4065,Commodities,11,Confirmation,482653,Crash
4066,Crypto,67,Herd,180621,Correction
4067,Bonds,96,FOMO,476811,Volatile
4068,Crypto,66,Confirmation,416491,Crash
4069,Real Estate,12,Confirmation,180311,Volatile
4070,Stocks,54,Loss Aversion,68483,Crash
4071,Commodities,71,Loss Aversion,93776,Crash
4072,Bonds,69,Panic,469818,Correction
4073,Real Estate,9,Loss Aversion,485522,Volatile
4074,Real Estate,9,Panic,345878,Volatile
4075,Gold,47,Panic,33645,Crash
4076,Bonds,59,Herd,229891,Bull Run
4077,Crypto,2,Herd,18745,Bull Run
4078,Gold,12,FOMO,184756,Volatile
4079,Bonds,77,Calm,262694,Correction
4080,Bonds,78,Loss Aversion,176425,Volatile
4081,Gold,10,FOMO,82366,Correction
4082,Commodities,92,Herd,350672,Bull Run
4083,Real Estate,67,FOMO,444179,Sideways
4084,Commodities,20,FOMO,254874,Crash
4085,Crypto,96,Panic,223339,Correction
4086,Stocks,69,FOMO,234337,Volatile
4087,Stocks,19,Herd,396664,Correction
4088,Commodities,8,Loss Aversion,188794,Volatile
4089,Stocks,43,Calm,152930,Volatile
4090,Bonds,47,Panic,241577,Volatile
4091,Crypto,29,Loss Aversion,396687,Bull Run
4092,Gold,98,FOMO,286917,Volatile
4093,Bonds,10,Confirmation,152315,Sideways
4094,Stocks,93,Panic,428747,Volatile
4095,Real Estate,83,Calm,270461,Correction
4096,Crypto,27,Calm,444439,Volatile
4097,Commodities,95,Herd,490041,Crash
4098,Crypto,79,Herd,119921,Sideways
4099,Real Estate,6,Herd,317104,Correction
4100,Crypto,30,Confirmation,215729,Crash
4101,Bonds,68,FOMO,334691,Sideways
4102,Crypto,64,Calm,88486,Sideways
4103,Crypto,11,Herd,13108,Crash
4104,Real Estate,69,Calm,445954,Volatile
4105,Real Estate,18,FOMO,77310,Bull Run
4106,Crypto,41,Confirmation,262634,Sideways
4107,Stocks,76,Calm,483353,Bull Run
4108,Bonds,80,FOMO,58877,Bull Run
4109,Real Estate,13,Loss Aversion,483800,Bull Run
4110,Crypto,86,FOMO,8536,Bull Run
4111,Bonds,61,Panic,249474,Bull Run
4112,Bonds,69,Loss Aversion,398064,Sideways
4113,Real Estate,58,Herd,85832,Correction
4114,Commodities,74,Panic,419700,Bull Run
4115,Gold,54,Calm,238953,Sideways
4116,Stocks,58,Confirmation,133577,Crash
4117,Crypto,9,Panic,455219,Bull Run
4118,Gold,2,Panic,407387,Volatile
4119,Gold,6,Herd,464275,Bull Run
4120,Crypto,98,FOMO,379631,Bull Run
4121,Commodities,92,Panic,32063,Correction
4122,Commodities,67,Herd,341369,Correction
4123,Commodities,66,FOMO,284985,Volatile
4124,Stocks,52,Loss Aversion,467600,Bull Run
4125,Stocks,14,Loss Aversion,183542,Correction
4126,Bonds,68,Panic,437879,Sideways
4127,Bonds,43,Loss Aversion,385351,Correction
4128,Commodities,20,Confirmation,174865,Bull Run
4129,Bonds,90,FOMO,383173,Bull Run
4130,Crypto,59,Confirmation,24746,Volatile
4131,Crypto,90,Panic,242116,Sideways
4132,Commodities,9,Panic,141459,Sideways
4133,Gold,96,Loss Aversion,457704,Volatile
4134,Stocks,45,Calm,361852,Bull Run
4135,Commodities,38,Panic,378993,Volatile
4136,Stocks,75,Herd,398927,Crash
4137,Commodities,56,Panic,274638,Correction
4138,Bonds,41,FOMO,268013,Crash
4139,Real Estate,55,Panic,48299,Correction
4140,Commodities,83,Confirmation,108698,Volatile
4141,Real Estate,43,Loss Aversion,460892,Volatile
4142,Real Estate,84,Confirmation,394416,Volatile
4143,Bonds,89,Herd,59985,Sideways
4144,Commodities,64,Herd,443479,Correction
4145,Real Estate,88,Calm,416872,Correction
4146,Bonds,24,Herd,244333,Volatile
4147,Bonds,42,Calm,249635,Crash
4148,Gold,79,FOMO,491893,Volatile
4149,Real Estate,41,Herd,55185,Bull Run
4150,Bonds,48,Herd,223540,Crash
4151,Commodities,94,Calm,376554,Crash
4152,Real Estate,2,Confirmation,60059,Sideways
4153,Stocks,11,Confirmation,337138,Volatile
4154,Commodities,51,Calm,195777,Volatile
4155,Bonds,92,Loss Aversion,146267,Sideways
4156,Stocks,74,Herd,431735,Correction
4157,Crypto,7,Confirmation,87617,Sideways
4158,Real Estate,68,Herd,212389,Sideways
4159,Gold,81,Calm,316275,Bull Run
4160,Gold,100,Confirmation,210907,Crash
4161,Bonds,91,Herd,139874,Crash
4162,Bonds,55,FOMO,480660,Volatile
4163,Commodities,8,Panic,206778,Volatile
4164,Real Estate,46,Confirmation,141376,Volatile
4165,Gold,54,Panic,127114,Correction
4166,Gold,45,Confirmation,87811,Correction
4167,Real Estate,7,Herd,490663,Volatile
4168,Gold,83,Calm,53519,Correction
4169,Bonds,97,Loss Aversion,177843,Sideways
4170,Crypto,55,Confirmation,270531,Bull Run
4171,Gold,63,Herd,410617,Bull Run
4172,Stocks,59,Calm,423737,Volatile
4173,Commodities,60,Confirmation,253399,Volatile
4174,Stocks,95,FOMO,485048,Sideways
4175,Real Estate,67,Loss Aversion,26841,Volatile
4176,Commodities,47,Panic,143706,Volatile
4177,Commodities,74,Herd,198294,Bull Run
4178,Gold,91,Confirmation,302479,Bull Run
4179,Commodities,98,Calm,373083,Correction
4180,Bonds,67,Herd,199488,Bull Run
4181,Real Estate,54,Panic,326616,Crash
4182,Crypto,33,FOMO,89667,Correction
4183,Stocks,85,Herd,62002,Sideways
4184,Gold,28,Loss Aversion,489955,Crash
4185,Crypto,3,Herd,272224,Correction
4186,Crypto,77,Confirmation,78824,Crash
4187,Stocks,96,Herd,121299,Sideways
4188,Crypto,76,FOMO,178718,Crash
4189,Bonds,50,Herd,237986,Crash
4190,Bonds,48,Panic,387717,Crash
4191,Gold,28,Calm,471563,Crash
4192,Crypto,87,Herd,190375,Bull Run
4193,Bonds,26,Confirmation,61830,Bull Run
4194,Stocks,77,Calm,424067,Sideways
4195,Commodities,44,Confirmation,236286,Sideways
4196,Real Estate,18,Panic,495537,Bull Run
4197,Real Estate,66,FOMO,327015,Bull Run
4198,Commodities,39,Loss Aversion,392939,Crash
4199,Commodities,66,FOMO,112225,Crash
4200,Gold,46,Calm,267629,Bull Run
4201,Commodities,92,Loss Aversion,105535,Volatile
4202,Bonds,7,Herd,399470,Bull Run
4203,Stocks,41,Confirmation,161773,Volatile
4204,Stocks,54,Loss Aversion,36107,Crash
4205,Stocks,3,Loss Aversion,202081,Volatile
4206,Stocks,93,Confirmation,321345,Bull Run
