id,username,level,xp_points,badge,score
3716,Sigma,21,4396,Silver,7.99
3717,Bravo,45,599,Bronze,12.22
3718,Echo,14,27,Bronze,76.59
3719,Echo,16,1606,Platinum,27.71
3720,Zeta,50,3625,None,67.96
3721,Nova,27,4250,None,80.12
3722,Delta,23,70,Bronze,53.14
3723,Sigma,38,1732,None,80.59
3724,Bravo,15,2129,None,30.5
3725,Foxtrot,49,2614,None,25.48
3726,Gamma,22,1799,None,91.1
3727,Delta,42,3789,Bronze,5.67
3728,Echo,22,1556,Gold,15.44
3729,Sigma,40,1849,Bronze,46.79
3730,Nova,4,3982,Bronze,84.76
3731,Nova,16,3555,Platinum,41.82
3732,Charlie,5,1761,None,66.69
3733,Charlie,31,153,None,75.64
3734,Foxtrot,2,2382,Silver,60.53
3735,Foxtrot,47,3580,Gold,85.64
3736,Bravo,29,4357,Gold,50.95
3737,Foxtrot,12,230,Silver,96.05
3738,Sigma,41,2783,Bronze,3.78
3739,Charlie,35,2562,None,31.75
3740,Echo,7,1912,Platinum,20.02
3741,Zeta,4,4952,Silver,59.08
3742,Bravo,15,1558,None,33.92
3743,Alpha,22,3654,Platinum,76.06
3744,Foxtrot,18,427,Bronze,72.51
3745,Alpha,9,1067,Bronze,48.3
3746,Sigma,31,1107,Silver,89.71
3747,Bravo,37,4304,Silver,28.95
3748,Gamma,16,3639,Bronze,26.8
3749,Bravo,16,1010,Platinum,38.71
3750,Foxtrot,28,537,Bronze,38.26
3751,Foxtrot,33,22,Platinum,83.08
3752,Sigma,24,3181,Bronze,28.15
3753,Zeta,33,3079,Silver,7.69
3754,Sigma,38,56,Gold,18.53
3755,Nova,31,972,Platinum,85.63
3756,Zeta,11,543,Bronze,88.02
3757,Sigma,48,1788,Platinum,27.86
3758,Nova,1,1520,Bronze,66.18
3759,Alpha,7,3969,Bronze,95.55
3760,Nova,19,2909,None,12.1
3761,Sigma,50,1664,None,73.44
3762,Foxtrot,23,736,None,65.41
3763,Alpha,8,2945,Platinum,54.65
3764,Echo,46,2120,Silver,30.01
3765,Foxtrot,24,3017,None,75.73
3766,Nova,3,3313,Silver,28.02
3767,Bravo,47,3522,Bronze,1.22
3768,Zeta,9,2991,Platinum,85.46
3769,Gamma,33,4899,Platinum,35.02
3770,Zeta,37,3684,Silver,80.43
3771,Echo,22,2667,None,76.23
3772,Zeta,48,1119,Bronze,85.48
3773,Zeta,1,283,Gold,86.11
3774,Charlie,26,2381,Silver,27.35
3775,Gamma,7,2314,Gold,31.89
3776,Bravo,39,3320,Platinum,15.47
3777,Delta,40,3219,None,18.72
3778,Bravo,43,3059,None,55.18
3779,Nova,27,4432,Gold,22.88
3780,Bravo,34,4785,Gold,41.2
3781,Charlie,31,1366,None,84.25
3782,Charlie,47,2436,Gold,76.0
3783,Sigma,34,3979,None,57.04
3784,Sigma,49,4896,None,94.58
3785,Bravo,29,1613,Silver,5.8
3786,Echo,45,3147,Bronze,55.03
3787,Alpha,9,2116,Silver,56.86
3788,Zeta,29,1365,Platinum,49.5
3789,Nova,44,799,Silver,70.38
3790,Zeta,43,1266,Platinum,30.95
3791,Delta,11,2716,Platinum,30.26
3792,Sigma,20,241,Bronze,77.69
3793,Delta,13,4613,None,48.01
3794,Sigma,43,1452,Bronze,47.63
3795,Zeta,22,77,Bronze,28.1
3796,Zeta,45,1819,Silver,92.53
3797,Alpha,43,1143,None,41.91
3798,Nova,49,1743,Silver,37.36
3799,Zeta,6,212,Platinum,84.61
3800,Alpha,36,1429,Platinum,54.06
3801,Gamma,18,4729,Platinum,87.17
3802,Alpha,46,1843,Platinum,97.35
3803,Sigma,20,3161,Bronze,69.04
3804,Delta,50,1489,Platinum,59.47
3805,Echo,9,1734,None,91.15
3806,Foxtrot,44,3133,None,99.7
3807,Gamma,34,4391,Gold,61.48
3808,Bravo,14,962,Platinum,63.42
3809,Nova,15,1358,Bronze,1.23
3810,Alpha,5,444,Silver,3.23
3811,Alpha,7,2480,None,39.53
3812,Gamma,39,2215,Platinum,32.76
3813,Zeta,35,1935,None,9.82
3814,Alpha,48,928,Silver,43.16
3815,Alpha,46,2745,None,65.54
3816,Echo,7,3824,Platinum,46.78
3817,Echo,43,4101,Bronze,22.27
3818,Gamma,30,1878,Silver,44.37
3819,Echo,19,4327,Silver,18.61
3820,Delta,49,1071,Platinum,2.56
3821,Sigma,33,4398,Bronze,48.59
3822,Foxtrot,25,1186,Platinum,96.23
3823,Nova,30,4596,Platinum,30.57
3824,Nova,39,518,Bronze,52.67
3825,Sigma,11,2154,Platinum,30.51
3826,Bravo,44,623,Bronze,83.66
3827,Bravo,18,3216,Gold,11.84
3828,Bravo,25,312,None,96.16
3829,Foxtrot,48,3168,Bronze,20.34
3830,Bravo,35,3460,None,22.52
3831,Nova,10,3245,Silver,58.52
3832,Gamma,35,3797,None,65.72
3833,Alpha,48,2250,Silver,36.45
3834,Foxtrot,47,4602,Platinum,75.72
3835,Gamma,17,3987,Bronze,82.28
3836,Sigma,25,2553,Platinum,18.01
3837,Charlie,8,3816,Platinum,38.75
3838,Alpha,15,1113,Gold,95.94
3839,Zeta,4,1096,Platinum,48.67
3840,Foxtrot,20,2341,None,54.01
3841,Gamma,5,4162,None,31.99
3842,Sigma,26,488,Gold,51.53
3843,Foxtrot,5,1092,Silver,45.59
3844,Sigma,22,2150,Bronze,25.13
3845,Alpha,43,1632,Gold,53.42
3846,Bravo,36,3795,Platinum,41.4
3847,Gamma,4,2156,Gold,83.82
3848,Zeta,15,2559,None,79.72
3849,Echo,17,1604,None,9.65
3850,Foxtrot,29,4849,Gold,67.42
3851,Charlie,9,1653,Platinum,64.47
3852,Charlie,48,3411,Gold,90.51
3853,Zeta,49,47,Platinum,12.35
3854,Sigma,34,1388,Gold,76.91
3855,Delta,33,2858,Platinum,13.54
3856,Echo,37,547,None,80.7
3857,Foxtrot,26,975,Bronze,6.32
3858,Delta,2,2635,Bronze,96.43
3859,Bravo,23,2368,Silver,40.88
3860,Charlie,28,1337,None,28.98
3861,Foxtrot,10,2897,Silver,39.53
3862,Alpha,13,4357,None,43.67
3863,Sigma,20,3966,None,86.12
3864,Bravo,29,292,Silver,35.2
3865,Foxtrot,21,1653,None,50.25
3866,Bravo,14,2145,Platinum,85.9
3867,Gamma,44,1117,Silver,10.02
3868,Alpha,30,1748,Gold,75.33
3869,Delta,24,753,None,77.25
3870,Alpha,49,1651,Bronze,90.6
3871,Delta,44,3314,Platinum,93.57
3872,Echo,21,2810,Bronze,26.03
3873,Bravo,46,1383,Silver,59.78
3874,Zeta,17,3547,Platinum,71.9
3875,Zeta,25,561,Platinum,60.78
3876,Echo,22,3432,Silver,68.84
3877,Foxtrot,40,1285,Gold,78.81
3878,Bravo,17,29,None,63.81
3879,Echo,46,4328,Gold,15.73
3880,Charlie,22,4926,Platinum,33.49
3881,Charlie,13,1711,Platinum,68.97
3882,Delta,7,2558,Platinum,10.15
3883,Zeta,31,1395,Gold,8.73
3884,Echo,43,3047,Bronze,63.04
3885,Delta,42,1020,Bronze,59.19
3886,Echo,31,568,Bronze,27.98
3887,Nova,6,3629,Gold,78.92
3888,Sigma,6,1091,Gold,61.95
3889,Delta,32,4003,None,46.86
3890,Foxtrot,46,4224,Platinum,73.65
3891,Gamma,36,1886,None,52.51
3892,Bravo,47,3352,Silver,94.57
3893,Delta,17,4088,None,75.12
3894,Delta,33,1305,Gold,31.81
3895,Nova,36,2467,Silver,20.95
3896,Gamma,22,4788,Gold,0.26
3897,Nova,3,4514,Bronze,60.57
3898,Alpha,12,1037,Silver,27.57
3899,Echo,24,1395,Silver,52.15
3900,Zeta,34,3750,Silver,85.16
3901,Bravo,38,3854,Bronze,32.66
3902,Charlie,45,4879,Platinum,21.51
3903,Gamma,44,4336,Platinum,95.29
3904,Bravo,41,2041,Silver,84.02
3905,Foxtrot,1,2863,Bronze,94.76
3906,Echo,33,635,Bronze,17.94
3907,Sigma,40,1215,Gold,10.76
3908,Echo,19,4234,Gold,69.56
3909,Nova,10,2562,Bronze,64.9
3910,Alpha,23,2287,Bronze,81.74
3911,Alpha,13,4985,Silver,88.36
3912,Foxtrot,22,1025,None,86.89
3913,Zeta,20,4346,Silver,11.29
3914,Nova,16,3396,Bronze,73.19
3915,Bravo,35,2341,Bronze,94.98
3916,Zeta,13,1237,None,38.86
3917,Zeta,26,3499,Platinum,10.94
3918,Echo,34,624,Silver,54.02
3919,Echo,40,218,Bronze,31.47
3920,Echo,4,1363,Silver,31.52
3921,Echo,23,2221,Gold,81.85
3922,Sigma,4,2750,None,90.86
3923,Sigma,8,2239,Gold,12.82
3924,Gamma,38,81,Bronze,21.17
3925,Delta,3,1307,Silver,56.54
3926,Delta,40,3513,Gold,15.92
3927,Alpha,29,3255,None,55.02
3928,Gamma,30,3198,Silver,77.94
3929,Delta,10,3744,Platinum,35.44
3930,Gamma,30,2764,None,59.84
3931,Gamma,28,2415,Gold,73.04
3932,Gamma,28,2470,Bronze,27.44
3933,Sigma,49,1190,Silver,68.14
3934,Nova,36,4774,Silver,68.36
3935,Foxtrot,6,307,None,29.83
3936,Nova,16,2150,None,27.96
3937,Nova,24,751,Gold,78.83
3938,Nova,50,3963,Silver,17.15
3939,Bravo,40,2142,Bronze,63.99
3940,Zeta,38,1841,Platinum,84.84
3941,Nova,13,3159,Platinum,91.57
3942,Alpha,23,3392,Bronze,81.36
3943,Foxtrot,17,1923,None,76.82
3944,Sigma,49,2404,Silver,15.08
3945,Gamma,45,1413,Silver,48.03
3946,Nova,13,2922,Gold,63.33
3947,Zeta,1,3183,Silver,13.07
3948,Echo,39,4316,Silver,65.33
3949,Sigma,10,4248,Bronze,9.69
3950,Zeta,6,3775,Bronze,64.61
3951,Alpha,25,4899,Bronze,88.3
3952,Foxtrot,50,3157,Silver,41.32
3953,Charlie,26,2979,None,9.37
3954,Alpha,20,308,Silver,10.4
3955,Echo,49,3542,Silver,25.44
3956,Bravo,48,1561,None,98.54
3957,Foxtrot,27,1565,Gold,80.14
3958,Alpha,32,1762,Gold,11.97
3959,Delta,31,4808,Gold,40.39
3960,Charlie,32,564,Gold,14.97
3961,Delta,33,790,Silver,27.46
3962,Bravo,9,4600,Silver,28.96
3963,Nova,14,3919,Platinum,89.66
3964,Bravo,33,3249,Silver,86.25
3965,Charlie,31,1887,Bronze,24.3
3966,Charlie,28,1937,Platinum,28.15
3967,Zeta,20,3156,Bronze,39.71
3968,Echo,40,1834,Silver,42.73
3969,Sigma,20,918,None,38.63
3970,Bravo,13,3000,Bronze,76.12
3971,Sigma,29,1217,Gold,58.49
3972,Alpha,29,1723,None,42.91
3973,Gamma,46,3974,Bronze,58.3
3974,Echo,45,1715,Platinum,4.63
3975,Zeta,10,463,Gold,36.38
3976,Zeta,25,320,Silver,8.8
3977,Zeta,4,488,Bronze,94.68
3978,Delta,38,4618,Gold,11.06
3979,Foxtrot,28,4971,Platinum,19.4
3980,Echo,31,809,Silver,97.09
3981,Delta,30,3492,Bronze,17.65
3982,Bravo,14,707,Bronze,2.77
3983,Alpha,50,1348,Gold,75.12
3984,Echo,36,4283,Bronze,15.68
3985,Sigma,42,2023,Platinum,52.56
3986,Nova,33,2665,Silver,18.49
3987,Bravo,9,2392,Platinum,68.59
3988,Gamma,48,2485,Platinum,43.18
3989,Sigma,21,4164,Silver,20.97
3990,Alpha,14,4573,Bronze,6.96
3991,Delta,21,4191,Gold,67.84
3992,Zeta,41,4013,Gold,23.62
3993,Sigma,22,3732,Bronze,68.33
3994,Sigma,27,2008,Silver,63.31
3995,Gamma,34,1929,Gold,57.54
3996,Gamma,25,443,Bronze,71.29
3997,Alpha,39,1111,Bronze,49.98
3998,Echo,19,3414,Bronze,45.5
3999,Zeta,17,2252,Gold,20.37
4000,Charlie,19,1220,Gold,55.47
4001,Nova,4,1266,Platinum,44.94
4002,Sigma,36,4079,Bronze,7.01
4003,Charlie,1,1361,None,24.72
4004,Echo,44,4996,None,59.14
4005,Foxtrot,31,4035,Silver,39.58
4006,Charlie,19,6,Gold,43.9
4007,Foxtrot,42,3422,Bronze,40.94
4008,Bravo,6,2465,Silver,97.38
4009,Zeta,33,929,Silver,93.37
4010,Nova,17,586,Gold,50.59
4011,Alpha,43,3105,Silver,76.43
4012,Foxtrot,18,3226,Platinum,20.24
4013,Gamma,42,783,Bronze,78.95
4014,Echo,39,2161,Platinum,98.97
4015,Nova,32,2831,Silver,24.71
4016,Charlie,15,2890,Gold,69.67
4017,Echo,17,2637,None,3.97
4018,Delta,10,4734,Bronze,28.55
4019,Charlie,31,423,Platinum,41.14
4020,Sigma,21,3592,Gold,29.41
4021,Bravo,24,4663,None,60.28
4022,Alpha,14,4193,Bronze,77.03
4023,Bravo,1,4909,None,72.71
4024,Zeta,50,4396,Platinum,59.34
4025,Delta,44,4907,Platinum,86.23
4026,Nova,37,1002,Gold,78.71
4027,Bravo,5,1628,None,52.83
4028,Gamma,46,74,Platinum,20.77
4029,Charlie,48,288,None,43.48
4030,Bravo,6,575,Gold,55.68
4031,Alpha,8,4019,Bronze,92.44
4032,Alpha,36,1304,Bronze,44.4
4033,Echo,27,2111,Bronze,38.9
4034,Delta,5,3603,Silver,38.27
4035,Sigma,46,4003,Silver,87.52
4036,Delta,19,53,Gold,21.62
4037,Alpha,17,4028,None,12.55
4038,Gamma,25,1236,None,61.19
4039,Delta,6,374,Bronze,86.72
4040,Alpha,21,1887,None,5.64
4041,Alpha,19,2462,None,2.9
4042,Alpha,42,2603,Silver,78.32
4043,Sigma,34,1427,None,5.73
4044,Bravo,35,2391,Gold,96.56
4045,Charlie,50,48,Bronze,79.66
4046,Foxtrot,43,140,Platinum,15.38
4047,Charlie,43,194,None,43.63
4048,Alpha,12,1807,Silver,69.53
4049,Charlie,2,3355,Bronze,72.41
4050,Sigma,40,2951,Gold,18.9
4051,Nova,24,2250,None,11.96
4052,Delta,23,777,Bronze,35.48
4053,Sigma,26,3706,Platinum,7.16
4054,Delta,6,373,None,7.64
4055,Foxtrot,32,4516,Silver,78.77
4056,Zeta,48,1625,Platinum,10.67
4057,Delta,50,4203,Gold,16.43
4058,Nova,47,123,Platinum,39.78
4059,Gamma,28,1160,Silver,9.39
4060,Alpha,40,950,Gold,94.4
4061,Zeta,49,2529,Platinum,74.33
4062,Sigma,33,4565,Gold,57.63
4063,Delta,4,4923,Platinum,32.14
4064,Charlie,45,4325,Platinum,15.69
4065,Alpha,6,1482,Gold,91.53
4066,Gamma,24,300,Bronze,24.48
4067,Foxtrot,37,2620,Silver,9.4
4068,Sigma,30,1358,Bronze,19.14
4069,Echo,27,1314,Silver,91.3
4070,Bravo,24,1855,Silver,45.55
4071,Zeta,11,660,Silver,25.36
4072,Bravo,25,4855,Gold,19.51
4073,Delta,6,2702,Gold,71.75
4074,Gamma,3,434,None,27.32
4075,Charlie,7,2919,Silver,89.4
4076,Alpha,42,4052,None,0.91
4077,Bravo,8,2090,Gold,28.52
4078,Gamma,7,2570,Bronze,78.55
4079,Delta,41,3415,Silver,28.77
4080,Foxtrot,31,1738,Silver,27.71
4081,Bravo,12,1249,None,77.04
4082,Foxtrot,34,4143,Gold,26.46
4083,Nova,40,2276,Silver,7.79
4084,Gamma,43,2835,None,66.44
4085,Delta,35,3905,None,46.02
4086,Echo,10,3145,Platinum,79.29
4087,Zeta,45,3270,None,17.04
4088,Zeta,22,3825,None,9.13
4089,Zeta,31,4890,None,61.3
4090,Alpha,47,4219,None,10.57
4091,Charlie,50,1483,None,75.18
4092,Sigma,41,2173,Silver,29.97
4093,Echo,7,3122,Bronze,65.17
4094,Bravo,12,3563,Silver,83.5
4095,Nova,31,3299,Gold,16.41
4096,Alpha,35,3235,None,29.13
4097,Zeta,50,4479,Bronze,62.89
4098,Charlie,29,4856,Gold,39.24
4099,Alpha,23,3865,Platinum,13.87
4100,Bravo,1,1220,Platinum,32.26
4101,Sigma,21,3259,Bronze,15.77
4102,Gamma,26,4001,Platinum,98.37
4103,Delta,48,144,Platinum,34.57
4104,Zeta,33,988,Bronze,24.6
4105,Nova,39,3742,Platinum,21.09
4106,Alpha,22,2690,Platinum,65.43
4107,Alpha,16,609,Bronze,61.4
4108,Echo,13,590,Platinum,82.19
4109,Alpha,25,3150,None,29.76
4110,Gamma,18,3799,None,71.02
4111,Alpha,7,406,Bronze,31.51
4112,Delta,34,3455,None,37.86
4113,Foxtrot,21,1014,Bronze,69.36
4114,Charlie,50,1838,Gold,70.16
4115,Foxtrot,28,4139,Silver,5.29
4116,Echo,35,1343,Silver,67.21
4117,Delta,27,1910,Platinum,54.61
4118,Alpha,48,3789,Gold,99.9
4119,Delta,22,3434,Platinum,37.63
4120,Foxtrot,47,2671,Silver,15.16
4121,Delta,34,2374,Platinum,66.11
4122,Gamma,50,4655,Bronze,10.33
4123,Gamma,34,1801,Silver,63.26
4124,Delta,2,2000,Gold,82.38
4125,Foxtrot,37,3539,Gold,5.18
4126,Zeta,39,3491,Platinum,57.68
4127,Bravo,28,4391,Silver,26.71
4128,Charlie,36,3488,Bronze,94.45
4129,Echo,47,1892,Bronze,33.6
4130,Sigma,46,2256,Gold,88.92
4131,Charlie,1,293,None,16.86
4132,Zeta,41,756,Gold,91.94
4133,Alpha,12,1195,None,79.78
4134,Delta,30,3483,Platinum,9.44
4135,Zeta,12,1471,Gold,54.78
4136,Echo,14,1288,Bronze,58.14
4137,Foxtrot,11,640,None,85.81
4138,Nova,20,4366,None,65.45
4139,Delta,38,3415,Gold,89.94
4140,Delta,40,3058,None,17.92
4141,Charlie,10,856,Gold,1.88
4142,Zeta,2,4328,Silver,43.87
4143,Zeta,30,3194,Silver,22.31
4144,Alpha,5,4837,Gold,0.76
4145,Delta,36,1872,Gold,10.31
4146,Nova,26,2329,Silver,2.49
4147,Nova,50,4082,Bronze,99.35
4148,Sigma,33,4628,Bronze,64.55
4149,Echo,4,2985,Silver,31.9
4150,Delta,32,3081,Platinum,99.65
4151,Foxtrot,35,4973,Silver,6.98
4152,Sigma,9,1178,Silver,17.69
4153,Foxtrot,39,3652,None,9.05
4154,Alpha,6,3668,Gold,58.06
4155,Delta,3,3507,Silver,0.01
4156,Bravo,41,4645,Platinum,73.01
4157,Gamma,44,1933,None,76.65
4158,Foxtrot,18,1596,Bronze,21.4
4159,Charlie,20,2909,Bronze,61.57
4160,Alpha,4,68,Bronze,12.82
4161,Nova,22,3640,Gold,60.54
4162,Echo,12,4533,Bronze,86.55
4163,Sigma,45,2622,Bronze,54.25
4164,Echo,9,951,Bronze,40.77
4165,Echo,43,2734,Platinum,19.79
4166,Delta,31,2115,Gold,3.12
4167,Gamma,16,3295,Platinum,68.69
4168,Delta,29,908,Silver,30.76
4169,Zeta,50,4854,Gold,97.85
4170,Gamma,8,3305,Gold,92.63
4171,Bravo,7,3567,Silver,78.61
4172,Sigma,36,443,Gold,52.01
4173,Gamma,36,3217,None,66.05
4174,Zeta,41,798,None,20.99
4175,Alpha,15,3671,None,28.0
4176,Zeta,30,2248,Gold,76.26
4177,Zeta,32,4621,Bronze,48.38
4178,Echo,8,3757,Gold,91.12
4179,Charlie,50,108,Platinum,85.11
4180,Zeta,39,4944,None,27.44
4181,Zeta,16,4359,Gold,17.54
4182,Foxtrot,36,4530,Bronze,41.27
4183,Bravo,21,2457,Bronze,54.45
4184,Charlie,46,3024,Gold,54.35
4185,Foxtrot,50,2507,Bronze,33.27
4186,Alpha,21,4298,Platinum,51.29
4187,Echo,47,3196,Bronze,29.5
4188,Foxtrot,23,634,Gold,39.57
4189,Foxtrot,27,3611,Gold,25.84
4190,Charlie,5,1428,Gold,25.97
4191,Bravo,28,4330,Platinum,85.87
4192,Bravo,18,3026,Bronze,82.31
4193,Delta,32,323,None,39.35
4194,Gamma,41,4941,Gold,80.2
4195,Delta,15,3512,Silver,36.04
4196,Gamma,38,4767,Gold,9.14
4197,Gamma,42,3772,Platinum,23.05
4198,Sigma,2,435,Bronze,54.35
4199,Alpha,32,2016,Silver,97.8
4200,Zeta,10,1508,Gold,50.59
4201,Gamma,21,156,Silver,81.57
4202,Gamma,41,682,Silver,97.6
4203,Echo,39,2189,None,35.55
4204,Bravo,22,3153,Bronze,27.99
4205,Charlie,39,1938,Gold,71.25
4206,Echo,36,1189,Silver,40.78
4207,Bravo,26,3661,Gold,82.54
4208,Zeta,48,2580,None,27.0
4209,Foxtrot,2,2471,Platinum,36.36
4210,Alpha,32,1981,Bronze,68.55
4211,Charlie,1,4024,Platinum,57.34
4212,Bravo,36,206,Gold,3.98
4213,Echo,29,2327,Silver,76.62
4214,Charlie,11,3476,None,27.03
4215,Alpha,4,953,Gold,58.38
4216,Delta,28,4930,Gold,45.68
4217,Echo,2,2210,None,78.93
4218,Sigma,22,4057,Silver,65.94
4219,Echo,16,3073,Platinum,25.51
4220,Bravo,28,2867,Platinum,2.85
4221,Zeta,24,4050,None,62.04
4222,Alpha,20,2902,Silver,71.47
4223,Charlie,37,51,None,65.57
4224,Zeta,35,4615,Bronze,35.64
4225,Alpha,19,2982,Bronze,57.62
4226,Nova,29,4181,Silver,59.68
4227,Zeta,4,2489,Bronze,96.67
4228,Delta,26,675,Gold,72.9
4229,Alpha,6,2478,None,6.26
4230,Delta,11,2751,None,70.45
4231,Echo,34,1667,Bronze,6.43
4232,Echo,27,3410,Silver,2.91
4233,Foxtrot,4,2579,Platinum,23.7
4234,Charlie,28,4680,Silver,4.55
4235,Alpha,15,2346,None,49.81
4236,Nova,1,560,None,29.85
4237,Charlie,5,323,Bronze,78.18
4238,Bravo,18,3628,None,28.83
4239,Charlie,29,3302,None,55.14
4240,Gamma,42,373,Platinum,4.08
4241,Charlie,22,960,Gold,58.66
4242,Zeta,25,240,None,25.31
4243,Zeta,48,3708,Silver,29.53
4244,Foxtrot,43,77,None,94.73
4245,Alpha,30,2273,Platinum,48.91
4246,Charlie,33,1769,None,69.27
4247,Bravo,27,456,Platinum,6.46
4248,Sigma,39,2696,Bronze,42.66
4249,Gamma,49,1623,Gold,40.6
4250,Zeta,9,3902,Bronze,93.16
4251,Alpha,6,3657,None,21.18
4252,Sigma,21,4603,Gold,57.69
4253,Nova,42,26,Platinum,34.74
4254,Zeta,29,2298,Platinum,64.36
4255,Sigma,38,817,None,38.23
4256,Delta,21,595,Gold,22.53
4257,Delta,48,3518,None,85.38
4258,Zeta,8,1698,Platinum,37.44
4259,Gamma,3,1931,Platinum,18.62
4260,Charlie,20,2672,None,33.8
4261,Charlie,35,3017,Gold,12.65
4262,Foxtrot,4,4253,None,95.69
4263,Foxtrot,4,4421,None,18.71
4264,Foxtrot,44,1371,Gold,8.57
4265,Delta,11,2543,Platinum,36.57
4266,Nova,48,1620,Platinum,49.07
4267,Nova,23,4685,None,82.96
4268,Alpha,7,2309,Silver,85.85
4269,Nova,20,4368,Silver,55.13
4270,Charlie,23,1431,Gold,10.74
4271,Bravo,24,4601,Gold,53.46
4272,Echo,8,262,Gold,59.68
4273,Nova,19,1058,Silver,12.83
4274,Delta,27,3739,Gold,83.94
4275,Zeta,25,1349,Silver,31.2
4276,Nova,48,4235,Bronze,12.98
4277,Nova,8,493,Platinum,29.08
4278,Bravo,30,172,Gold,39.52
4279,Bravo,2,3390,None,84.41
4280,Sigma,32,1937,Silver,67.01
4281,Gamma,8,3255,Silver,13.9
4282,Delta,40,3689,Gold,12.59
4283,Alpha,24,3030,Bronze,70.67
4284,Charlie,25,2058,Gold,39.63
4285,Echo,46,780,None,19.55
4286,Echo,14,1350,Silver,37.53
4287,Delta,29,296,Silver,32.48
4288,Charlie,24,4491,Gold,78.52
4289,Sigma,43,318,Bronze,58.64
4290,Zeta,28,2885,Silver,2.1
4291,Bravo,20,4178,Bronze,91.0
4292,Alpha,40,2721,Platinum,44.82
4293,Foxtrot,45,4157,None,24.72
4294,Echo,42,2166,None,43.9
4295,Sigma,21,4978,Platinum,51.31
4296,Foxtrot,43,2940,Bronze,31.24
4297,Delta,39,4303,Platinum,30.61
4298,Nova,30,4539,None,35.8
4299,Zeta,21,3336,Silver,7.28
4300,Gamma,19,43,Platinum,75.03
4301,Zeta,32,4887,Silver,46.14
4302,Sigma,33,1737,Silver,23.9
4303,Alpha,8,3281,Silver,41.68
4304,Sigma,41,1178,None,94.41
4305,Gamma,37,1760,Platinum,65.0
4306,Echo,34,2171,None,66.11
4307,Echo,47,3071,None,13.27
4308,Bravo,24,4993,Gold,61.24
4309,Nova,28,2337,Platinum,29.93
4310,Charlie,13,2591,Platinum,92.62
4311,Alpha,2,1297,Platinum,72.08
4312,Zeta,45,2516,Bronze,60.77
4313,Nova,27,4158,Silver,24.66
4314,Zeta,25,2619,Silver,60.46
4315,Delta,6,4805,Platinum,87.06
4316,Sigma,6,4365,None,87.27
4317,Nova,31,2438,Gold,78.85
4318,Sigma,34,3674,Platinum,19.09
4319,Echo,40,3066,Platinum,61.2
4320,Gamma,21,4603,Platinum,90.53
4321,Sigma,30,2808,Gold,21.43
4322,Foxtrot,15,3902,None,32.39
4323,Bravo,8,2915,None,7.58
4324,Charlie,10,1154,None,94.13
4325,Echo,47,1980,None,60.13
4326,Charlie,41,2501,Gold,34.07
4327,Delta,28,4365,Silver,61.21
4328,Echo,6,2790,Platinum,26.67
4329,Foxtrot,28,3125,None,54.78
4330,Charlie,45,4288,Gold,65.55
4331,Gamma,32,444,Gold,31.87
4332,Alpha,22,3027,Silver,11.36
4333,Delta,30,2122,Gold,10.54
4334,Echo,21,1696,Bronze,54.87
4335,Zeta,41,4737,Platinum,33.54
4336,Zeta,44,293,Bronze,35.74
4337,Gamma,15,3302,None,0.12
4338,Bravo,46,4525,None,89.81
4339,Sigma,24,1886,Bronze,45.57
4340,Alpha,7,2314,None,58.73
4341,Bravo,36,347,None,75.97
4342,Zeta,15,1591,Gold,74.91
4343,Gamma,8,3530,None,19.29
4344,Echo,49,1627,Platinum,57.47
4345,Gamma,33,388,Platinum,14.59
4346,Bravo,24,535,Platinum,86.44
4347,Delta,33,2362,None,92.12
4348,Delta,23,347,Gold,23.97
4349,Charlie,47,291,Platinum,77.81
4350,Charlie,32,3046,Bronze,77.76
4351,Sigma,23,2126,Silver,73.44
4352,Bravo,13,3012,Platinum,65.77
4353,Gamma,8,4765,Silver,29.34
4354,Echo,9,1867,Bronze,46.42
4355,Delta,2,3055,Silver,83.87
4356,Nova,1,3283,Gold,81.4
4357,Sigma,5,2147,Silver,20.62
4358,Delta,46,4240,None,6.16
4359,Gamma,39,4253,Silver,63.68
4360,Bravo,43,4344,Bronze,38.42
4361,Bravo,11,2412,Bronze,70.35
4362,Alpha,4,1667,Platinum,20.18
4363,Nova,15,4195,Gold,32.79
4364,Nova,23,2794,Bronze,93.33
4365,Sigma,20,1605,Bronze,97.14
4366,Nova,16,3182,Silver,60.03
4367,Alpha,7,4707,Silver,74.6
4368,Sigma,17,2518,Bronze,27.74
4369,Delta,40,4061,Bronze,48.3
4370,Alpha,47,4878,Silver,15.86
4371,Alpha,47,987,Bronze,24.43
4372,Sigma,13,3676,Gold,66.92
4373,Delta,1,1490,Gold,76.15
4374,Gamma,35,125,Gold,44.15
4375,Echo,27,1121,Platinum,93.69
4376,Bravo,13,262,Gold,81.4
4377,Delta,23,2624,Silver,48.75
4378,Charlie,30,1188,Bronze,47.28
4379,Echo,32,3679,Platinum,60.92
4380,Alpha,45,4499,None,59.5
4381,Foxtrot,32,3812,Silver,43.83
4382,Bravo,47,1944,None,53.59
4383,Nova,13,4224,Gold,66.03
4384,Sigma,5,3709,Silver,35.24
4385,Sigma,9,618,Silver,4.8
4386,Sigma,35,1142,Silver,91.19
4387,Nova,26,2907,None,57.98
4388,Bravo,22,511,None,12.57
4389,Charlie,23,53,Silver,25.5
4390,Alpha,20,422,Silver,11.64
4391,Bravo,25,3158,Silver,85.5
